Emotion Label,User Input,Bot Response,Context (Optional)
Surprise,I was really taken aback when my dad hugged my mom after yelling at her.,That’s an unexpected twist! It’s surprising to see such quick changes in emotions.,
Surprise,"I thought my mom would cry after the argument, but she seemed surprisingly calm.",That’s interesting! Sometimes people handle emotions differently than we expect.,
Surprise,I was stunned when my dad admitted he was wrong for once after a fight.,That’s a pleasant surprise! Acknowledging mistakes is a big step in resolving conflicts.,
Surprise,I never expected my parents to have a civil conversation after their huge fight yesterday!,That’s fantastic! It’s always great when conflict leads to constructive communication.,
Surprise,I was amazed when my mom laughed off my dad’s harsh words instead of getting upset.,That’s surprising! Sometimes humor can diffuse tension in unexpected ways.,
Surprise,I couldn’t believe my dad cooked dinner for my mom after their argument!,That’s a lovely surprise! It’s nice to see gestures of care following conflict.,
Surprise,I was shocked when my dad praised my mom in front of us after their fight!,That’s a nice twist! Positive reinforcement can help mend rifts in relationships.,
Surprise,I didn’t see it coming when my mom asked for a family meeting to resolve issues.,That’s a great proactive approach! It’s good to address conflicts openly.,
Sad,I feel so alone at home; it’s like no one even notices I’m there.,That’s really tough. Feeling invisible in your own home can be incredibly painful.,
Angry,I’m so frustrated that no one in my family seems to care about how I feel!,That’s completely understandable! It’s infuriating when people around you don’t acknowledge your struggles.,
Sad,I keep thinking about running away just to find some peace.,"It’s understandable to want to escape from pain, but finding healthy coping mechanisms is important.",
Sad,Sometimes I dream about leaving everything behind and starting fresh.,It’s natural to fantasize about starting over when you’re feeling trapped in sadness.,
Sad,I didn’t expect to feel this empty after all my friends moved away.,That’s a tough realization. Change can bring a lot of unexpected feelings.,
Sad,I often feel like I’m in a dark hole that I can’t climb out of.,"It’s tough to feel stuck like that. Remember, it’s okay to ask for help when you need it.",
Sad,I feel like I don’t belong anywhere; it’s exhausting to keep pretending.,It’s exhausting to wear a mask. Seeking genuine connections can help you feel less isolated.,
Sad,I can’t remember the last time someone reached out to check on me.,"That’s heartbreaking. Connection is so important, and it can be painful to feel forgotten.",
Sad,I just want to escape this sadness; it feels like a weight I can’t lift.,It’s heavy to carry those feelings. Seeking support might help lighten the load.,
Sad,I’ve thought about packing my bags and leaving for good; it feels tempting.,That impulse can be strong when feeling trapped. Finding a safe space to express your feelings can be helpful.,
Sad,I feel like no one would care if I just left; I’m invisible.,"It’s hard to feel unnoticed. Everyone deserves to be seen and valued, and your feelings matter.",
Sad,"I wish I could talk to my family about how I feel, but I don’t know how.",That’s a difficult position to be in. Consider starting with small conversations or writing your feelings down.,
Sad,I often feel a sense of emptiness that’s hard to shake off.,That’s a heavy feeling. Finding ways to cope with emptiness can lead to healing.,
Happy,"Sometimes, I think about the good times with friends that make me smile.",It’s great to cherish those moments! Happy memories can help brighten dark times.,
Neutral,I guess everyone has their ups and downs; I just wish mine would get better.,"That’s a realistic perspective. Life can be unpredictable, and it’s okay to feel mixed emotions.",
Sad,I don’t think I can take this feeling of sadness anymore; I just want to escape.,It’s okay to feel overwhelmed. Sometimes seeking an escape feels like the only option.,
Surprise,I was surprised to realize how much I miss my old friends; it caught me off guard.,"That’s a powerful realization! Sometimes, emotions can hit us when we least expect them.",
Sad,I feel like I don’t have anyone to talk to about how I’m feeling; it makes it worse.,It’s really hard to feel isolated. Consider reaching out to a counselor or a support group.,
Sad,"I feel like I’m trapped in this routine, and I just want to break free.","That’s a tough feeling. Routines can feel suffocating, and it’s normal to crave change.",
